_unit_id,text_no_rt,predicted_class1,predicted_class2,predicted_where_caution_x,type_of_caution_x,predicted_where_donation,type_of_donation,intention,predicted_where_casuality,infrastructure_or_people
204690904,Dear God I said I wanna 'tour N.A.D.O.' not 'tornado.' This sucks! -Guy from Joplin MO who prays for things that god hears incorrectly,Personal,Unknown,,,,,,,
204690906,Tornado warning has been issued for Tarrant County TX!!!!!,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204690907,Live stream tornado coverage headed to Tulsa http://bit.ly/mws2tK,Informative,Information source,,,,,,,
204690908,@crosschurch had over 100 serving @calvaryjoplin tornado relief today supply distribution organizing cleanup and assess ...,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204690909,AZLE TAKE COVER: Tornado reported on the ground.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204690910,Tornado Watch now for entire metro area.  Just issued.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204690911,Truly amazing 2C ppl passing by in ATV's offering free food & water to residents & press!  Good people here in #Joplin,Personal,"Donations of money, goods or services",,,",# Joplin","Other, or not specified",Reports that something has been donated/provided/given/done,,
204690912,#Joplin MO now under a #tornado watch until 3 a.m. #MOwx,Informative,Caution and advice,,Other,,,,,
204690913,How we dress for the tornado shelter http://instagr.am/p/ErlFG/,Personal,Information source,,,,,,,
204690914,Tornado Warning for Denton & SE Wise Co. til 8:15p  Tornado detected near Rhome moving East at 40 mph.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204690916,There is now a Tornado 3 miles SE of Springtown with debris on the ground!  Get to your storm shelter immediately!,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204690917,Under tornado warning in Texas. Go away!!!!,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204690918,#Joplin #severe threat accelerated!    2 hours from now.   RIGHT NOW Damaging winds and hail appear to be biggest threat.,Informative,Information source,,,,,,,
204690919,We've raised $25000 in donations tonight for #Joplin. Our viewers are so generous. It feels great to help those in need.,Informative,"Donations of money, goods or services",,,,Money,Invites/asks people to donate/provide/give/do something,,
204690920,We've raised $25000 in donations tonight for #Joplin. Our viewers are so generous. It feels great to help those in need.,Informative,"Donations of money, goods or services",,,,Money,Invites/asks people to donate/provide/give/do something,,
204690922,The Lord got it going down in oklahoma baby running from one tornado to another one no worry... http://bit.ly/jWYgAw,Personal,Information source,,,,,,,
204690924,Possible debris ball on radar near Little #Oklahoma. This cell looks very dangerous. Okemah OK seek shelter! #OKWX,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204690925,Tornado outbreak in progress north and NW of Dallas. Everyone in the Metroplex needs to be listening to the weather rig ...,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204690926,El Reno Mesonet site records a wind gust of 151 mph late this afternoon!  That's a record for the Mesonet. #okwx,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204690927,Maps & Advisory #Oklahoma:Strong #Tornadoes Outbreak (as of 5/24/11 7PM Local) Plan Shelter Now http://1.usa.gov/kGKgUI ht @usNOAAgov #OKwx,Informative,Information source,,,,,,,
204690928,Tornado to the north of Tishomingo toward Coalgate... Wapanucka is in the path... #okwx,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204690929,"I heard on the evening news that Fergus is definitely in Ontario's tornado alley. Suggest we all identify our ""best saf ...",Informative,Caution and advice,,Other,,,,,
204690930,F4 & F5 Tornado damage seen in OKC...heading towards Missouri. Rain wrapped Tornadoes w/ Eyes like Hurricanes.,Informative,Casualties and damage,,,,,,,Other
204690931,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204690932,Tornado alarms are blaring might have to go for cover.,Informative,Caution and advice,,Other,,,,,
204690933,[UT news] Medical examiner: 4 dead in Oklahoma tornadoes: A broad tornado has blown through the Oklahoma City m... http://usat.ly/jQus5y,Informative,Information source,,,,,,,
204690934,#Oklahoma House erased. #tornado http://ow.ly/i/c0RG,Informative,Information source,,,,,,,
204690935,First Baptist Church in Piedmont opening up as shelter...please help get word out! #okwx,Informative,"Donations of money, goods or services",,,,Shelter,Invites/asks people to donate/provide/give/do something,,
204690936,Watch County Notification - Nws has issued a tornado watch for johnson county until 03:00 am,Informative,Caution and advice,,Other,,,,,
204690937,Please continue praying for the people of Joplin MO affected by Sunday's tornado. Find updates and ways to help... http ...,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204690938,@whskr Would you like to contribute a work to an auction for Joplin Missouri tornado animal relief auction.,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204690939,Forever amazed by video footage of tornadoes... PUT THE CAMERA DOWN and GTFO! #tornado,Informative,Information source,,,,,,,
204690940,as expected no RE on NN or guest lists - tornado coverage dominates,Informative,Caution and advice,,Other,,,,,
204690941,TWC #Severe Weather Expert Dr. Forbes is predicting #Joplin will get hit with severe weather around 9:30 p.m. CDT. #MOwx,Informative,Caution and advice,,Other,,,,,
204690942,Within 2 mins of TV news I saw: tornado volcano child abuse iphone robberies apt fire harlem school closing down. Sh ...,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204690943,The #Joplin public library needs volunteers to help set up comps so ppl can use them 2 communicate. If you can help cal ...,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204690944,At Puckett's with @jenniferg07 @KayeWhitener & @Marym2631 to see @mallaryhope play & hopefully raise a lot of money f ...,Personal,Caution and advice,,Other,,,,,
204690947,Powerlines down from storm near Cleveland Oklahoma #okwx tune to KFAQ,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204690948,North Texans: if you get a WARNING thunderstorm or tornado get to shelter on the double. ... http://tmi.me/aBHzY,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204690950,Spotters reporting a tornado confirmed near Bedford TX in the Dallas/Ft. Worth Metro. Seek (cont) http://tl.gd/alvhdh,Informative,Information source,,,,,,,
204690951,holy @#$% #tornado before and after: http://t.co/jZMuQx7,Informative,Caution and advice,,Other,,,,,
204690952,It is very clear the nation's worst year for tornado fatalities since 1953 is growing worse tonight as news and imag ...,Informative,Caution and advice,,Other,,,,,
204690953,#src @KansasPhoto: #AmericanRedCross: #loc Greater Ozarks Chapter #needs cleaning supplies. #info PLEASE NO MORE BOTTLED WATER. #Joplin,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204690954,PhotoBlog: KFOR weatherman Mike Morgan wears his red Severe Weather Tie for tornado coverage http://t.co/If0SEzD,Personal,Information source,,,,,,,
204690956,@LinkedInExpert @thekencook Tornado Watch in Kansas :( #linkedinchat,Informative,Caution and advice,,Other,,,,,
204690957,Tornado spotted on ground near Powell/Lebanon area Hwy 99C along the Marshall/Love Co. line. Take tornado precautions now.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204690959,TORNADO WATCH UNTIL 3AM http://nixle.us/7RTGN,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204690960,Meeeep Meeeeeep meeep meep meeep 124 meep meep Meeeep meeep #tornado meeep http://on.cnn.com/k1ZN2b,Informative,Information source,,,,,,,
204690961,#OUN cancels Tornado Watch for  Alfalfa Blaine Caddo Comanche Cotton Custer Dewey Greer Jackson Kiowa Major ht ...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204690962,#OUN cancels Tornado Watch for  Alfalfa Blaine Caddo Comanche Cotton Custer Dewey Greer Jackson Kiowa Major ht ...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204690963,Tornado Watch for portions of the area in MO until 3:00am CDT. #mowx,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204690964,Hi all.  Stopped by quick to make sure all is okay here.  Tornado weather is coming in this direction. Just  (live at http://ustre.am/xWEr),Informative,Information source,,,,,,,
204690965,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204690966,#Joplin Missing: Tonja Creamer Sawyer. Was at WalMart on 15th. From Ft Scott KS Please Contact http://www.facebook.com/kei ...,Informative,"People missing, found or seen",,,,,,,
204690968,Joplin Missouri where at least 124 died Sunday under #tornado watch http://on.cnn.com/k1ZN2b,Informative,Casualties and damage,,,,,,,A tornado/thunderstorm warning has been issued or has been lifted
204690970,Deadly Joplin tornado could cost $3 billion - May. 24 2011: http://t.co/9aE9HoU via @addthis,Informative,Information source,,,,,,,
204690971,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204690972,We've raised $25000 in donations tonight for #Joplin. Our viewers are so generous. It feels great to help those in need.,Informative,"Donations of money, goods or services",,,,Money,Invites/asks people to donate/provide/give/do something,,
204690973,Softball size hail possible in Parker CO storm. along with Tornado threat,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204690974,6:56 -- Western Tulsa Warning is under a severe thunderstorm warning... but not a tornado warning.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204690975,6:56 -- Western Tulsa Warning is under a severe thunderstorm warning... but not a tornado warning.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204690977,#ASKTAYLOR we need you in joplin missouri bring hope to the city after the devastating tornado. will you please come?13 13 13 13 13 13 13 13,Personal,Casualties and damage,,,,,,,A tornado sighting/touchdown has been reported
204690978,Tornado warning needs to be issued for Okfuskee #Oklahoma! #OKWX,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204690980,Death toll in #Joplin #tornado is 124 1500 people still unaccounted for.,Informative,Casualties and damage,,,,,,,Other
204690981,Faced with multiple casualties follow these tweets for triage  #1stAid4 #okwx #Joplin,Informative,"People missing, found or seen",,,,,,,
204690982,Google Street View's the Only Proof This Tornado-Destroyed Block Ever Existed [Image Cache] http://tinyurl.com/3bv734r,Informative,Information source,,,,,,,
204690983,Watching devastation from tornado in Joplin MO. So many disasters this year...floods earthquakes tornadoes. Many praye ...,Informative,Casualties and damage,,,,,,,Other
204690984,@VLOXY tornado!! you might have to run to the land of earthquake. welcome!,Personal,Caution and advice,,Other,,,,,
204690985,Just got the Tornado Watch for Leavenworth County KS. #ksstorms,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204690986,tornado warnings for denton county & ne tarrant county.. Not playing out there.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
